Sample	imputed	true	ext_dosage	GWAS_SNP_dosage
Fake_sample_1112	2/11	2/594	0.0	1.0
Fake_sample_1113	2/2	2/2	0.0	0.0
Fake_sample_1114	2/2	2/2	0.0	0.0
Fake_sample_1115	2/2	2/2	0.0	0.0
Fake_sample_1116	8/8	8/8	0.0	2.0
Fake_sample_1117	2/5	2/5	0.0	1.0
Fake_sample_1118	2/8	2/8	0.0	1.0
Fake_sample_1119	2/2	2/2	0.0	0.0
Fake_sample_1120	2/7	2/19	0.0	1.0
Fake_sample_1121	2/6	2/6	0.0	0.0
Fake_sample_1122	2/5	2/5	0.0	0.0
Fake_sample_1123	5/8	5/8	0.0	1.0
Fake_sample_1124	2/5	2/5	0.0	0.0
Fake_sample_1125	2/2	2/2	0.0	0.0
Fake_sample_1126	2/14	2/20	0.03	1.0
Fake_sample_1127	2/8	2/8	0.0	1.0
Fake_sample_1128	2/8	2/8	0.0	1.0
Fake_sample_1129	2/2	2/2	0.0	0.0
Fake_sample_1130	2/2	2/2	0.0	0.0
Fake_sample_1131	2/2	2/2	0.0	0.0
Fake_sample_1132	2/9	2/6	0.0	0.0
Fake_sample_1133	2/6	2/6	0.0	0.0
Fake_sample_1134	2/30	2/1023	0.87	1.0
Fake_sample_1135	2/5	2/5	0.0	1.0
Fake_sample_1136	2/30	2/1216	0.31	1.0
Fake_sample_1137	6/8	6/8	0.0	1.0
Fake_sample_1138	2/5	2/5	0.0	0.0
Fake_sample_1139	10/30	10/1881	0.99	1.0
Fake_sample_1140	6/30	6/1168	0.84	1.0
Fake_sample_1141	5/30	5/2119	1.0	1.0
Fake_sample_1142	2/2	2/2	0.0	0.0
Fake_sample_1143	2/20	2/16	0.0	1.0
Fake_sample_1144	2/2	2/2	0.0	0.0
Fake_sample_1145	2/5	2/5	0.0	0.0
Fake_sample_1146	2/8	2/8	0.05	1.0
Fake_sample_1147	2/8	2/8	0.0	1.0
Fake_sample_1148	2/2	2/2	0.0	0.0
Fake_sample_1149	8/10	8/10	0.0	2.0
Fake_sample_1150	2/2	2/2	0.0	0.0
Fake_sample_1151	4/5	4/5	0.0	0.0
Fake_sample_1152	6/30	6/1619	0.87	1.0
Fake_sample_1153	2/5	2/5	0.0	0.0
Fake_sample_1154	2/4	2/4	0.0	1.0
Fake_sample_1155	2/5	2/5	0.0	0.0
Fake_sample_1156	2/2	2/2	0.0	0.0
Fake_sample_1157	2/8	2/12	0.0	1.0
Fake_sample_1158	2/6	2/6	0.04	1.0
Fake_sample_1159	2/9	2/609	0.11	1.0
Fake_sample_1160	2/8	2/8	0.0	1.0
Fake_sample_1161	10/30	10/30	1.0	2.0
Fake_sample_1162	6/8	6/8	0.0	1.0
Fake_sample_1163	4/6	4/6	0.0	0.0
Fake_sample_1164	2/2	2/2	0.0	0.0
Fake_sample_1165	2/30	2/1619	1.0	1.0
Fake_sample_1166	2/2	2/2	0.0	0.0
Fake_sample_1167	5/8	5/8	0.0	1.0
Fake_sample_1168	2/2	2/2	0.0	0.0
Fake_sample_1169	2/5	2/5	0.0	0.0
Fake_sample_1170	7/12	7/12	0.0	2.0
Fake_sample_1171	2/2	2/2	0.0	0.0
Fake_sample_1172	2/2	2/2	0.0	0.0
Fake_sample_1173	2/4	2/2	0.0	1.0
Fake_sample_1174	2/5	2/5	0.0	0.0
Fake_sample_1175	5/5	5/5	0.0	0.0
Fake_sample_1176	2/2	2/2	0.0	0.0
Fake_sample_1177	2/2	2/2	0.0	0.0
Fake_sample_1178	2/6	2/6	0.0	0.0
Fake_sample_1179	2/6	2/6	0.0	0.0
Fake_sample_1180	2/5	2/5	0.0	0.0
Fake_sample_1181	2/6	2/6	0.0	0.0
Fake_sample_1182	2/6	2/6	0.0	0.0
Fake_sample_1183	2/9	2/9	0.0	1.0
Fake_sample_1184	2/2	2/2	0.0	0.0
Fake_sample_1185	2/5	2/5	0.0	0.0
Fake_sample_1186	2/30	2/1854	1.0	1.0
Fake_sample_1187	2/4	2/4	0.0	0.0
Fake_sample_1188	2/4	2/4	0.0	0.0
Fake_sample_1189	2/2	2/2	0.0	0.0
Fake_sample_1190	2/5	2/5	0.0	0.0
Fake_sample_1191	2/2	2/2	0.0	0.0
Fake_sample_1192	2/2	2/2	0.0	0.0
Fake_sample_1193	2/2	2/2	0.0	0.0
Fake_sample_1194	6/8	6/8	0.0	1.0
Fake_sample_1195	2/30	2/1921	1.0	1.0
Fake_sample_1196	2/5	2/5	0.0	0.0
Fake_sample_1197	2/2	2/2	0.0	0.0
Fake_sample_1198	5/6	5/6	0.0	0.0
Fake_sample_1199	2/30	2/1339	1.0	1.0
Fake_sample_1200	2/2	2/2	0.0	0.0
Fake_sample_1201	2/2	2/2	0.0	0.0
Fake_sample_1202	2/8	2/11	0.0	1.0
Fake_sample_1203	8/10	8/10	0.0	2.0
Fake_sample_1204	2/2	2/2	0.0	0.0
Fake_sample_1205	2/2	2/2	0.0	0.0
Fake_sample_1206	2/5	2/5	0.0	0.0
Fake_sample_1207	2/4	2/4	0.0	0.0
Fake_sample_1208	2/5	2/5	0.0	0.0
Fake_sample_1209	2/8	2/8	0.0	1.0
Fake_sample_1210	2/5	2/5	0.0	0.0
Fake_sample_1211	2/2	2/2	0.0	0.0
Fake_sample_1212	2/6	2/6	0.0	0.0
Fake_sample_1213	2/2	2/2	0.0	0.0
Fake_sample_1214	8/10	8/11	0.0	2.0
Fake_sample_1215	2/8	2/8	0.0	1.0
Fake_sample_1216	2/8	2/8	0.0	1.0
Fake_sample_1217	2/5	2/5	0.0	0.0
Fake_sample_1218	2/2	2/2	0.0	0.0
Fake_sample_1219	2/2	2/2	0.0	0.0
Fake_sample_1220	2/5	2/5	0.0	0.0
Fake_sample_1221	2/5	2/5	0.0	0.0
Fake_sample_1222	2/30	2/31	1.0	1.0
Fake_sample_1223	2/8	2/8	0.0	1.0
Fake_sample_1224	8/13	8/14	0.0	2.0
Fake_sample_1225	5/6	5/6	0.0	0.0
Fake_sample_1226	2/6	2/6	0.0	0.0
Fake_sample_1227	2/7	2/7	0.0	0.0
Fake_sample_1228	2/6	2/6	0.0	0.0
Fake_sample_1229	7/8	8/10	0.0	2.0
Fake_sample_1230	8/8	9/12	0.0	2.0
Fake_sample_1231	2/8	2/8	0.0	1.0
Fake_sample_1232	2/5	2/5	0.0	0.0
Fake_sample_1233	6/6	6/6	0.0	0.0
Fake_sample_1234	2/5	2/5	0.0	0.0
Fake_sample_1235	2/6	2/6	0.0	0.0
Fake_sample_1236	30/30	8/10	1.66	2.0
Fake_sample_1237	2/2	2/2	0.0	0.0
Fake_sample_1238	2/8	2/8	0.0	1.0
Fake_sample_1239	2/8	8/13	0.0	2.0
Fake_sample_1240	5/8	5/8	0.0	1.0
Fake_sample_1241	2/2	2/2	0.0	0.0
Fake_sample_1242	6/11	6/8	0.0	1.0
Fake_sample_1243	5/5	5/5	0.0	0.0
Fake_sample_1244	2/2	2/2	0.0	0.0
Fake_sample_1245	2/8	2/8	0.0	1.0
Fake_sample_1246	2/4	2/4	0.0	0.0
Fake_sample_1247	2/5	2/5	0.0	0.0
Fake_sample_1248	2/5	2/5	0.0	0.0
Fake_sample_1249	2/8	2/8	0.0	1.0
Fake_sample_1250	6/8	6/8	0.0	1.0
Fake_sample_1251	4/7	4/11	0.0	1.0
Fake_sample_1252	2/5	2/5	0.0	0.0
Fake_sample_1253	2/2	2/2	0.0	0.0
Fake_sample_1254	2/6	2/6	0.0	0.0
Fake_sample_1255	30/30	12/18	1.85	2.0
Fake_sample_1256	2/4	2/4	0.0	0.0
Fake_sample_1257	2/4	2/4	0.0	0.0
Fake_sample_1258	2/2	2/2	0.0	0.0
Fake_sample_1259	2/2	2/2	0.0	0.0
Fake_sample_1260	2/2	2/2	0.0	0.0
Fake_sample_1261	6/8	6/8	0.04	1.0
Fake_sample_1262	2/5	2/5	0.0	0.0
Fake_sample_1263	4/8	4/8	0.0	1.0
Fake_sample_1264	2/10	2/10	0.02	1.0
Fake_sample_1265	2/6	2/6	0.0	0.0
Fake_sample_1266	2/2	2/2	0.0	0.0
Fake_sample_1267	2/7	2/7	0.0	0.0
Fake_sample_1268	2/5	2/4	0.0	0.0
Fake_sample_1269	2/2	2/2	0.0	0.0
Fake_sample_1270	2/2	2/2	0.0	0.0
Fake_sample_1271	2/2	2/2	0.0	0.0
Fake_sample_1272	6/8	6/8	0.0	1.0
Fake_sample_1273	2/2	2/2	0.0	0.0
Fake_sample_1274	2/30	2/17	0.67	1.0
Fake_sample_1275	2/16	2/16	0.0	1.0
Fake_sample_1276	2/8	2/6	0.31	1.0
Fake_sample_1277	10/19	10/10	0.06	2.0
Fake_sample_1278	2/2	2/2	0.0	0.0
Fake_sample_1279	2/11	2/10	0.0	1.0
Fake_sample_1280	2/5	2/5	0.0	0.0
Fake_sample_1281	6/8	8/11	0.0	1.0
Fake_sample_1282	2/2	2/2	0.0	0.0
Fake_sample_1283	2/6	2/6	0.0	0.0
Fake_sample_1284	2/6	2/8	0.0	1.0
Fake_sample_1285	2/8	2/8	0.0	1.0
Fake_sample_1286	5/9	5/9	0.0	1.0
Fake_sample_1287	2/8	2/8	0.15	1.0
Fake_sample_1288	2/8	2/8	0.0	1.0
Fake_sample_1289	2/6	2/6	0.0	0.0
Fake_sample_1290	2/7	2/7	0.0	0.0
Fake_sample_1291	8/17	8/18	0.0	2.0
Fake_sample_1292	2/2	2/2	0.0	0.0
Fake_sample_1293	8/10	8/8	0.0	2.0
Fake_sample_1294	2/8	2/8	0.0	1.0
Fake_sample_1295	2/5	2/5	0.0	0.0
Fake_sample_1296	5/8	5/8	0.0	1.0
Fake_sample_1297	2/8	2/8	0.0	1.0
Fake_sample_1298	2/6	2/6	0.0	0.0
Fake_sample_1299	2/2	2/2	0.0	0.0
Fake_sample_1300	6/8	6/8	0.0	1.0
Fake_sample_1301	7/8	7/8	0.0	1.0
Fake_sample_1302	2/10	2/10	0.0	1.0
Fake_sample_1303	2/2	2/2	0.0	0.0
Fake_sample_1304	5/8	5/8	0.0	1.0
Fake_sample_1305	2/5	2/5	0.0	0.0
Fake_sample_1306	5/5	5/5	0.0	1.0
Fake_sample_1307	2/6	2/6	0.0	0.0
Fake_sample_1308	2/6	2/6	0.0	0.0
Fake_sample_1309	2/2	2/2	0.0	0.0
Fake_sample_1310	2/2	2/2	0.0	0.0
Fake_sample_1311	2/2	2/2	0.0	0.0
Fake_sample_1312	2/18	2/20	0.12	1.0
Fake_sample_1313	2/2	2/2	0.0	0.0
Fake_sample_1314	2/6	2/6	0.0	0.0
Fake_sample_1315	2/2	2/2	0.0	0.0
Fake_sample_1316	2/2	2/2	0.0	0.0
Fake_sample_1317	2/8	2/8	0.0	1.0
Fake_sample_1318	12/20	10/1146	0.0	2.0
Fake_sample_1319	2/2	2/2	0.0	0.0
Fake_sample_1320	2/8	2/8	0.0	1.0
Fake_sample_1321	8/30	8/19	0.73	2.0
Fake_sample_1322	2/5	2/5	0.0	0.0
Fake_sample_1323	5/15	5/1108	0.04	1.0
Fake_sample_1324	2/2	2/2	0.0	0.0
Fake_sample_1325	2/5	2/5	0.0	0.0
Fake_sample_1326	2/2	2/2	0.0	0.0
Fake_sample_1327	2/5	2/5	0.0	0.0
Fake_sample_1328	2/23	2/1415	0.0	1.0
Fake_sample_1329	8/14	8/1041	0.17	2.0
Fake_sample_1330	2/5	2/5	0.0	0.0
Fake_sample_1331	5/8	5/8	0.0	1.0
Fake_sample_1332	2/11	2/8	0.0	1.0
Fake_sample_1333	2/2	2/2	0.0	0.0
Fake_sample_1334	2/6	2/6	0.0	0.0
Fake_sample_1335	2/2	2/2	0.0	0.0
Fake_sample_1336	2/2	2/2	0.0	0.0
Fake_sample_1337	5/30	5/915	0.22	1.0
Fake_sample_1338	2/5	2/5	0.0	0.0
Fake_sample_1339	2/13	2/13	0.0	1.0
Fake_sample_1340	2/8	2/11	0.0	1.0
Fake_sample_1341	2/2	2/2	0.0	0.0
Fake_sample_1342	4/30	4/20	0.94	1.0
Fake_sample_1343	2/8	2/11	0.0	1.0
Fake_sample_1344	8/13	8/10	0.16	2.0
Fake_sample_1345	4/15	4/11	0.0	1.0
Fake_sample_1346	6/8	6/8	0.0	1.0
Fake_sample_1347	2/8	2/8	0.0	1.0
Fake_sample_1348	5/5	5/5	0.0	0.0
Fake_sample_1349	2/5	2/5	0.0	0.0
Fake_sample_1350	2/4	2/4	0.0	0.0
Fake_sample_1351	2/5	2/5	0.0	0.0
Fake_sample_1352	2/5	3/2	0.0	0.0
Fake_sample_1353	8/13	8/13	0.04	2.0
Fake_sample_1354	2/5	2/5	0.0	0.0
Fake_sample_1355	5/8	2/8	0.0	1.0
Fake_sample_1356	2/2	2/2	0.0	0.0
Fake_sample_1357	2/5	2/5	0.0	0.0
Fake_sample_1358	8/10	8/10	0.01	2.0
Fake_sample_1359	2/2	2/2	0.0	0.0
Fake_sample_1360	5/8	5/8	0.0	1.0
Fake_sample_1361	2/5	2/5	0.0	0.0
Fake_sample_1362	5/8	7/8	0.0	1.0
Fake_sample_1363	8/8	8/8	0.0	2.0
Fake_sample_1364	2/5	2/5	0.0	0.0
Fake_sample_1365	2/2	2/2	0.0	0.0
Fake_sample_1366	2/5	2/5	0.0	0.0
Fake_sample_1367	2/8	2/8	0.01	0.0
Fake_sample_1368	2/5	2/5	0.0	0.0
Fake_sample_1369	2/5	2/5	0.0	0.0
Fake_sample_1370	2/8	2/8	0.02	1.0
Fake_sample_1371	8/8	8/8	0.0	2.0
Fake_sample_1372	2/8	2/8	0.0	1.0
Fake_sample_1373	2/8	2/8	0.0	1.0
Fake_sample_1374	2/4	2/4	0.0	0.0
Fake_sample_1375	5/6	5/8	0.0	1.0
Fake_sample_1376	2/2	2/2	0.0	0.0
Fake_sample_1377	2/8	2/8	0.0	1.0
Fake_sample_1378	2/2	2/2	0.0	0.0
Fake_sample_1379	2/8	2/8	0.02	1.0
Fake_sample_1380	2/10	2/11	0.0	1.0
Fake_sample_1381	7/11	7/12	0.21	1.0
Fake_sample_1382	2/5	2/5	0.0	0.0
Fake_sample_1383	6/13	6/22	0.02	1.0
Fake_sample_1384	2/8	2/11	0.0	1.0
Fake_sample_1385	2/8	2/8	0.0	1.0
Fake_sample_1386	5/5	5/5	0.0	1.0
Fake_sample_1387	2/6	2/6	0.0	1.0
Fake_sample_1388	2/2	2/2	0.0	0.0
Fake_sample_1389	2/2	2/2	0.0	0.0
Fake_sample_1390	4/6	4/6	0.0	0.0
Fake_sample_1391	5/8	5/8	0.0	1.0
Fake_sample_1392	2/2	2/2	0.0	0.0
Fake_sample_1393	5/24	2/5	0.0	0.0
Fake_sample_1394	2/5	2/5	0.0	0.0
Fake_sample_1395	2/2	2/2	0.0	0.0
Fake_sample_1396	2/5	2/5	0.0	0.0
Fake_sample_1397	2/5	2/5	0.0	0.0
Fake_sample_1398	2/8	2/8	0.0	1.0
Fake_sample_1399	2/6	2/6	0.0	0.0
Fake_sample_1400	2/5	2/5	0.03	0.0
Fake_sample_1401	2/5	2/5	0.0	0.0
Fake_sample_1402	2/2	2/2	0.0	0.0
Fake_sample_1403	2/2	2/2	0.0	0.0
Fake_sample_1404	2/2	2/2	0.0	0.0
Fake_sample_1405	8/8	8/12	0.0	2.0
Fake_sample_1406	5/5	5/5	0.0	0.0
Fake_sample_1407	2/7	2/7	0.0	1.0
Fake_sample_1408	5/26	5/19	0.0	2.0
Fake_sample_1409	2/8	2/8	0.0	1.0
Fake_sample_1410	2/7	2/5	0.0	0.0
Fake_sample_1411	2/6	2/6	0.0	0.0
Fake_sample_1412	2/8	2/8	0.0	1.0
Fake_sample_1413	8/13	8/1696	0.35	2.0
Fake_sample_1414	2/8	2/8	0.0	1.0
Fake_sample_1415	2/6	2/9	0.0	0.0
Fake_sample_1416	2/2	2/2	0.0	0.0
Fake_sample_1417	2/10	2/10	0.0	1.0
Fake_sample_1418	2/5	2/5	0.0	0.0
Fake_sample_1419	5/5	5/5	0.0	0.0
Fake_sample_1420	5/8	5/8	0.0	1.0
Fake_sample_1421	2/10	2/10	0.0	1.0
Fake_sample_1422	2/2	2/2	0.0	0.0
Fake_sample_1423	2/10	2/8	0.0	1.0
Fake_sample_1424	2/2	2/2	0.0	0.0
Fake_sample_1425	2/7	2/7	0.0	1.0
Fake_sample_1426	2/2	2/2	0.0	0.0
Fake_sample_1427	2/5	2/5	0.0	0.0
Fake_sample_1428	2/2	2/2	0.0	0.0
Fake_sample_1429	2/8	2/8	0.0	1.0
Fake_sample_1430	6/10	6/12	0.35	1.0
Fake_sample_1431	2/8	2/6	0.0	1.0
Fake_sample_1432	2/8	2/8	0.0	1.0
Fake_sample_1433	2/5	5/5	0.0	0.0
Fake_sample_1434	2/6	2/6	0.0	0.0
Fake_sample_1435	2/2	2/2	0.0	0.0
Fake_sample_1436	4/9	4/9	0.0	1.0
Fake_sample_1437	2/2	2/2	0.0	0.0
Fake_sample_1438	2/5	2/5	0.0	0.0
Fake_sample_1439	2/2	2/2	0.0	0.0
Fake_sample_1440	2/4	2/4	0.0	0.0
Fake_sample_1441	2/2	2/2	0.0	0.0
Fake_sample_1442	2/8	2/8	0.0	1.0
Fake_sample_1443	2/30	2/10	0.44	1.0
Fake_sample_1444	2/2	2/2	0.0	0.0
Fake_sample_1445	2/5	2/5	0.0	0.0
Fake_sample_1446	9/12	9/9	0.08	2.0
Fake_sample_1447	2/5	2/5	0.0	1.0
Fake_sample_1448	2/5	2/5	0.0	0.0
Fake_sample_1449	2/7	2/7	0.0	0.0
Fake_sample_1450	2/12	2/17	0.26	1.0
Fake_sample_1451	8/10	8/10	0.11	2.0
Fake_sample_1452	2/8	2/11	0.0	1.0
Fake_sample_1453	2/2	2/2	0.0	0.0
Fake_sample_1454	2/2	2/2	0.0	0.0
Fake_sample_1455	2/2	2/2	0.0	0.0
Fake_sample_1456	2/5	2/5	0.0	0.0
Fake_sample_1457	2/5	2/5	0.0	1.0
Fake_sample_1458	2/5	2/5	0.12	0.0
Fake_sample_1459	2/5	2/5	0.0	0.0
Fake_sample_1460	2/8	2/8	0.0	1.0
Fake_sample_1461	5/11	5/8	0.0	1.0
Fake_sample_1462	2/2	2/2	0.0	0.0
Fake_sample_1463	2/5	2/5	0.0	0.0
Fake_sample_1464	5/8	5/8	0.0	1.0
Fake_sample_1465	2/30	2/21	0.75	1.0
Fake_sample_1466	2/5	2/5	0.0	0.0
Fake_sample_1467	5/9	5/9	0.0	0.0
Fake_sample_1468	2/5	2/5	0.0	0.0
Fake_sample_1469	2/4	2/4	0.0	1.0
Fake_sample_1470	2/30	2/15	0.95	1.0
Fake_sample_1471	2/2	2/2	0.0	0.0
Fake_sample_1472	2/2	2/2	0.0	0.0
Fake_sample_1473	2/8	2/11	0.0	1.0
Fake_sample_1474	2/10	2/10	0.0	1.0
Fake_sample_1475	2/5	2/5	0.0	0.0
Fake_sample_1476	2/5	2/5	0.0	1.0
Fake_sample_1477	5/8	6/8	0.01	1.0
Fake_sample_1478	2/2	2/2	0.0	0.0
Fake_sample_1479	2/2	2/2	0.0	0.0
Fake_sample_1480	2/5	2/5	0.0	0.0
Fake_sample_1481	2/5	2/5	0.0	1.0
Fake_sample_1482	2/10	2/10	0.0	1.0
Fake_sample_1483	2/2	2/2	0.0	0.0
Fake_sample_1484	2/6	2/6	0.0	0.0
Fake_sample_1485	2/8	2/8	0.0	1.0
Fake_sample_1486	2/4	2/14	0.0	1.0
Fake_sample_1487	4/6	4/6	0.0	0.0
Fake_sample_1488	8/11	8/19	0.17	2.0
Fake_sample_1489	2/6	2/6	0.0	1.0
Fake_sample_1490	2/5	2/5	0.0	0.0
Fake_sample_1491	2/2	2/2	0.0	0.0
Fake_sample_1492	2/8	2/8	0.0	1.0
Fake_sample_1493	2/5	2/5	0.0	0.0
Fake_sample_1494	2/5	2/5	0.0	0.0
Fake_sample_1495	4/5	4/5	0.0	0.0
Fake_sample_1496	5/10	5/10	0.0	1.0
Fake_sample_1497	2/10	2/10	0.0	1.0
Fake_sample_1498	2/2	2/2	0.0	0.0
Fake_sample_1499	8/8	8/8	0.0	2.0
Fake_sample_1500	2/2	2/2	0.0	0.0
Fake_sample_1501	4/8	4/8	0.0	1.0
Fake_sample_1502	2/5	2/5	0.0	0.0
Fake_sample_1503	2/2	2/2	0.0	0.0
Fake_sample_1504	2/2	2/2	0.0	0.0
Fake_sample_1505	2/5	2/5	0.0	0.0
Fake_sample_1506	2/10	2/10	0.03	1.0
Fake_sample_1507	2/8	2/8	0.0	1.0
Fake_sample_1508	6/8	4/8	0.0	1.0
Fake_sample_1509	2/2	2/2	0.0	0.0
Fake_sample_1510	10/10	8/10	0.0	2.0
Fake_sample_1511	2/16	2/1079	0.2	1.0
Fake_sample_1512	6/10	6/10	0.0	1.0
Fake_sample_1513	2/2	2/2	0.0	0.0
Fake_sample_1514	6/10	6/10	0.0	1.0
Fake_sample_1515	2/8	2/8	0.0	1.0
Fake_sample_1516	2/5	2/5	0.0	0.0
Fake_sample_1517	2/2	2/2	0.0	0.0
Fake_sample_1518	2/4	2/4	0.0	0.0
Fake_sample_1519	2/2	2/2	0.0	0.0
Fake_sample_1520	2/5	2/5	0.0	0.0
Fake_sample_1521	5/8	5/8	0.0	1.0
Fake_sample_1522	2/15	2/636	0.03	1.0
Fake_sample_1523	2/5	2/5	0.0	0.0
Fake_sample_1524	2/2	2/2	0.0	0.0
Fake_sample_1525	2/5	2/5	0.0	1.0
Fake_sample_1526	2/5	2/5	0.0	0.0
Fake_sample_1527	8/11	11/11	0.07	2.0
Fake_sample_1528	2/8	2/6	0.0	0.0
Fake_sample_1529	2/8	2/8	0.0	1.0
Fake_sample_1530	2/8	2/8	0.0	1.0
Fake_sample_1531	2/2	2/2	0.0	0.0
Fake_sample_1532	2/8	2/8	0.0	1.0
Fake_sample_1533	2/6	2/6	0.18	1.0
Fake_sample_1534	2/2	2/2	0.0	0.0
Fake_sample_1535	2/2	2/2	0.0	0.0
Fake_sample_1536	2/2	2/2	0.0	0.0
Fake_sample_1537	7/8	8/11	0.0	1.0
Fake_sample_1538	2/2	2/2	0.0	0.0
Fake_sample_1539	2/8	2/8	0.0	1.0
Fake_sample_1540	2/2	2/2	0.0	0.0
Fake_sample_1541	2/2	2/2	0.0	0.0
Fake_sample_1542	2/2	2/2	0.0	0.0
Fake_sample_1543	2/8	2/8	0.0	1.0
Fake_sample_1544	2/2	2/2	0.0	0.0
Fake_sample_1545	4/5	4/5	0.0	0.0
Fake_sample_1546	5/5	5/5	0.0	0.0
Fake_sample_1547	2/5	2/5	0.0	0.0
Fake_sample_1548	2/2	2/2	0.0	0.0
Fake_sample_1549	2/5	2/5	0.0	0.0
Fake_sample_1550	5/5	5/5	0.0	0.0
Fake_sample_1551	2/5	2/5	0.0	0.0
Fake_sample_1552	2/5	2/5	0.0	0.0
Fake_sample_1553	2/2	2/2	0.0	0.0
Fake_sample_1554	4/5	4/5	0.01	1.0
Fake_sample_1555	2/4	2/4	0.0	0.0
Fake_sample_1556	2/6	2/8	0.01	1.0
Fake_sample_1557	2/2	2/2	0.0	0.0
Fake_sample_1558	2/14	2/15	0.0	1.0
Fake_sample_1559	2/2	2/2	0.0	0.0
Fake_sample_1560	2/8	2/8	0.0	1.0
Fake_sample_1561	2/6	2/6	0.0	0.0
Fake_sample_1562	6/6	6/6	0.0	0.0
Fake_sample_1563	8/12	8/16	0.0	2.0
Fake_sample_1564	2/5	2/5	0.0	0.0
Fake_sample_1565	2/30	2/1642	1.0	1.0
Fake_sample_1566	2/2	2/2	0.0	0.0
Fake_sample_1567	2/4	2/4	0.0	0.0
Fake_sample_1568	2/2	2/2	0.0	0.0
Fake_sample_1569	2/2	2/2	0.0	0.0
Fake_sample_1570	2/2	2/2	0.0	0.0
Fake_sample_1571	2/7	2/7	0.06	1.0
Fake_sample_1572	2/5	2/5	0.0	0.0
Fake_sample_1573	2/8	2/8	0.0	1.0
Fake_sample_1574	2/2	2/2	0.0	0.0
Fake_sample_1575	2/8	2/8	0.0	1.0
Fake_sample_1576	4/5	2/4	0.0	0.0
Fake_sample_1577	2/2	2/2	0.0	0.0
Fake_sample_1578	2/8	2/8	0.0	1.0
Fake_sample_1579	2/8	2/8	0.0	1.0
Fake_sample_1580	2/10	2/10	0.0	1.0
Fake_sample_1581	2/2	2/2	0.0	0.0
Fake_sample_1582	2/2	2/2	0.0	0.0
Fake_sample_1583	2/6	2/6	0.0	0.0
Fake_sample_1584	2/5	2/5	0.0	0.0
Fake_sample_1585	6/10	6/13	0.0	1.0
Fake_sample_1586	8/8	8/8	0.0	2.0
Fake_sample_1587	2/7	2/7	0.0	0.0
Fake_sample_1588	5/8	5/8	0.0	1.0
Fake_sample_1589	2/5	2/5	0.0	0.0
Fake_sample_1590	5/5	5/5	0.0	0.0
Fake_sample_1591	2/4	2/4	0.0	0.0
Fake_sample_1592	2/7	2/7	0.0	0.0
Fake_sample_1593	2/2	2/2	0.0	0.0
Fake_sample_1594	2/30	2/10	0.9	1.0
Fake_sample_1595	2/2	2/2	0.0	0.0
Fake_sample_1596	2/6	2/6	0.0	1.0
Fake_sample_1597	2/2	2/2	0.0	0.0
Fake_sample_1598	2/8	2/8	0.0	1.0
Fake_sample_1599	4/8	8/10	0.0	2.0
Fake_sample_1600	2/2	2/2	0.0	0.0
Fake_sample_1601	2/5	2/5	0.0	0.0
Fake_sample_1602	2/2	2/2	0.0	0.0
Fake_sample_1603	2/6	2/6	0.0	0.0
Fake_sample_1604	2/2	2/2	0.0	0.0
Fake_sample_1605	2/8	2/8	0.0	1.0
Fake_sample_1606	2/2	2/2	0.0	0.0
Fake_sample_1607	7/10	11/15	0.02	2.0
Fake_sample_1608	8/8	8/8	0.0	2.0
Fake_sample_1609	2/30	2/11	0.42	1.0
Fake_sample_1610	2/8	2/8	0.0	1.0
Fake_sample_1611	2/5	2/5	0.0	0.0
Fake_sample_1612	2/4	2/4	0.0	0.0
Fake_sample_1613	2/4	2/4	0.0	0.0
Fake_sample_1614	4/8	4/8	0.0	1.0
Fake_sample_1615	2/2	2/2	0.0	0.0
Fake_sample_1616	2/30	2/13	0.48	1.0
Fake_sample_1617	2/2	2/2	0.0	0.0
Fake_sample_1618	2/10	2/6	0.17	1.0
Fake_sample_1619	2/10	2/11	0.0	1.0
Fake_sample_1620	6/6	6/6	0.0	2.0
Fake_sample_1621	2/8	2/8	0.0	1.0
Fake_sample_1622	2/2	2/2	0.0	0.0
Fake_sample_1623	2/2	2/2	0.0	0.0
Fake_sample_1624	2/10	2/10	0.0	1.0
Fake_sample_1625	2/5	2/5	0.0	0.0
Fake_sample_1626	7/13	7/974	0.0	1.0
Fake_sample_1627	2/5	2/5	0.0	0.0
Fake_sample_1628	2/2	2/2	0.0	0.0
Fake_sample_1629	2/2	2/2	0.0	0.0
Fake_sample_1630	5/7	7/7	0.0	0.0
Fake_sample_1631	2/5	2/5	0.0	0.0
Fake_sample_1632	2/5	2/5	0.0	0.0
Fake_sample_1633	2/8	2/8	0.0	1.0
Fake_sample_1634	4/8	4/7	0.0	1.0
Fake_sample_1635	4/8	4/8	0.0	1.0
Fake_sample_1636	2/2	2/2	0.0	0.0
Fake_sample_1637	5/10	5/10	0.05	1.0
Fake_sample_1638	2/2	2/2	0.0	0.0
Fake_sample_1639	2/2	2/2	0.0	0.0
Fake_sample_1640	5/5	5/5	0.0	0.0
Fake_sample_1641	2/2	2/2	0.0	0.0
Fake_sample_1642	2/5	2/2	0.0	0.0
Fake_sample_1643	6/6	6/6	0.0	0.0
Fake_sample_1644	2/30	2/12	0.44	1.0
Fake_sample_1645	2/2	2/2	0.0	0.0
Fake_sample_1646	2/6	2/6	0.0	0.0
Fake_sample_1647	2/6	2/6	0.0	1.0
